,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
18227,34.0,Private,137814.0,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
18228,64.0,Private,126233.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20.0,United-States,<=50K
18231,44.0,Private,145160.0,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,58.0,United-States,<=50K
18233,45.0,Private,129387.0,Assoc-acdm,12,Divorced,Tech-support,Unmarried,White,Female,0,0,40.0,,<=50K
18234,53.0,Self-emp-not-inc,33304.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38.0,United-States,>50K
18235,37.0,Private,359001.0,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,50.0,United-States,>50K
18236,32.0,,143162.0,10th,6,Married-civ-spouse,,Wife,White,Female,0,0,40.0,United-States,<=50K
18237,23.0,Private,133515.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
18238,28.0,Private,168901.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,Taiwan,<=50K
18239,55.0,Private,448337.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41.0,United-States,<=50K
18240,58.0,Private,142924.0,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24.0,United-States,>50K
18241,74.0,Self-emp-inc,228075.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,25.0,United-States,>50K
18242,27.0,Private,91189.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
18243,37.0,Private,290609.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
18246,23.0,Private,120046.0,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
18247,41.0,Private,324629.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,Yugoslavia,<=50K
18248,45.0,Private,81132.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,55.0,United-States,>50K
18249,29.0,Private,160279.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40.0,United-States,<=50K
18250,33.0,Private,229732.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45.0,United-States,>50K
18251,61.0,Local-gov,144723.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60.0,United-States,>50K
18252,29.0,Private,148431.0,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,Other,Female,7688,0,45.0,United-States,>50K
18253,22.0,Private,160398.0,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,38.0,United-States,<=50K
18254,28.0,Private,129460.0,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,El-Salvador,<=50K
18255,30.0,Private,252752.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,United-States,<=50K
18256,20.0,Private,58222.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20.0,United-States,<=50K
18257,28.0,,424884.0,10th,6,Separated,,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
18258,45.0,Private,114459.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
18259,19.0,,46400.0,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,24.0,United-States,<=50K
18260,42.0,Private,223934.0,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18261,34.0,Private,84119.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
18262,31.0,Private,159123.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
18263,23.0,Private,195532.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40.0,United-States,<=50K
18264,50.0,Private,191299.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
18265,40.0,Private,198316.0,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
18266,57.0,Private,162301.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
18267,35.0,Private,143152.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,27.0,United-States,<=50K
18268,24.0,Private,92609.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45.0,United-States,<=50K
18269,27.0,Private,247819.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15.0,United-States,<=50K
18270,27.0,Local-gov,229223.0,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,0,0,40.0,United-States,>50K
18271,45.0,Self-emp-inc,142719.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
18272,78.0,Private,86111.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30.0,United-States,<=50K
18273,23.0,State-gov,35633.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
18274,46.0,Private,164749.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
18275,38.0,Private,448337.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
18276,50.0,Private,173630.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
18277,78.0,Private,311184.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20.0,,<=50K
18278,55.0,Private,49737.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
18279,72.0,Private,183616.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50.0,England,<=50K
18280,65.0,Private,129426.0,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18281,37.0,Private,448337.0,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18282,39.0,State-gov,55568.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,<=50K
18283,38.0,Private,29874.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18284,46.0,Private,393715.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50.0,United-States,>50K
18286,54.0,Private,90363.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
18287,40.0,Private,53727.0,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50.0,United-States,>50K
18288,30.0,Private,130021.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,40.0,United-States,<=50K
18289,50.0,Private,173630.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35.0,United-States,<=50K
18290,28.0,Private,410351.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
18291,34.0,Private,399386.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53.0,United-States,<=50K
18292,55.0,Private,157932.0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18293,20.0,Private,133061.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
18294,19.0,,46400.0,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,32.0,United-States,<=50K
18295,21.0,Private,107895.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
18296,39.0,Private,63021.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
18297,43.0,Private,186144.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
18298,33.0,Local-gov,27959.0,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
18299,26.0,Private,179569.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18300,45.0,State-gov,101299.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
18302,32.0,Private,316470.0,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60.0,Mexico,<=50K
18303,60.0,Self-emp-not-inc,89884.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
18304,41.0,Private,32121.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
18305,21.0,Private,315303.0,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,20.0,United-States,<=50K
18306,27.0,Private,254500.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36.0,United-States,<=50K
18307,33.0,Private,419895.0,5th-6th,3,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40.0,Mexico,<=50K
18308,43.0,Private,159549.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18309,27.0,Private,160786.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40.0,United-States,>50K
18310,18.0,Self-emp-not-inc,258474.0,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40.0,United-States,<=50K
18311,48.0,Self-emp-not-inc,370119.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
18312,37.0,Private,50837.0,7th-8th,4,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
18313,58.0,Private,137506.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
18314,57.0,Private,448337.0,12th,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,7688,0,40.0,United-States,>50K
18315,42.0,Local-gov,175642.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,99999,0,40.0,United-States,>50K
18316,24.0,Private,183594.0,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40.0,United-States,<=50K
18317,26.0,Private,341353.0,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,15.0,United-States,<=50K
18318,43.0,Self-emp-inc,247981.0,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,5455,0,50.0,United-States,<=50K
18319,34.0,Private,193565.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18320,38.0,Private,39606.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,<=50K
18321,51.0,Self-emp-not-inc,127149.0,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45.0,United-States,>50K
18322,31.0,,233371.0,HS-grad,9,Married-civ-spouse,,Wife,Black,Female,0,0,45.0,United-States,<=50K
18323,49.0,Self-emp-not-inc,182752.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35.0,United-States,>50K
18324,26.0,Private,269060.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
18325,28.0,Private,179949.0,HS-grad,9,Divorced,Transport-moving,Unmarried,Black,Female,0,0,20.0,United-States,<=50K
18326,22.0,Federal-gov,32950.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,37.0,United-States,<=50K
18327,26.0,Private,160445.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18328,45.0,Private,223999.0,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,40.0,United-States,>50K
18329,39.0,Private,81487.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,625,40.0,United-States,<=50K
18330,23.0,Private,314539.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
18332,42.0,Local-gov,100793.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
18333,39.0,Federal-gov,255407.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18334,43.0,Federal-gov,92775.0,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18336,68.0,State-gov,448337.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20.0,United-States,<=50K
18337,30.0,,159589.0,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,46.0,United-States,>50K
18338,32.0,Private,107218.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40.0,United-States,<=50K
18339,25.0,Private,123586.0,Some-college,10,Never-married,Adm-clerical,Unmarried,Other,Male,0,0,40.0,United-States,<=50K
18340,53.0,Private,158352.0,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,24.0,Italy,<=50K
18341,38.0,Private,76317.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55.0,United-States,>50K
18342,62.0,,176753.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,<=50K
18343,20.0,Private,122346.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40.0,United-States,<=50K
18344,26.0,Private,448337.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18345,23.0,Private,162228.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40.0,United-States,<=50K
18346,43.0,State-gov,115005.0,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18347,29.0,State-gov,183285.0,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,36.0,United-States,<=50K
18348,34.0,Private,169605.0,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,36.0,United-States,<=50K
18349,24.0,Private,448337.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35.0,United-States,<=50K
18350,44.0,Local-gov,124692.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,United-States,>50K
18351,19.0,Private,63918.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18352,47.0,Private,102569.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
18353,40.0,Private,289309.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,48.0,United-States,<=50K
18354,45.0,Private,101825.0,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,45.0,United-States,<=50K
18355,43.0,Private,206833.0,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,45.0,United-States,<=50K
18356,22.0,,77873.0,9th,5,Never-married,,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
18357,50.0,Private,145333.0,Doctorate,16,Divorced,Prof-specialty,Other-relative,White,Male,10520,0,50.0,United-States,>50K
18359,29.0,Private,206351.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18360,47.0,Private,198200.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
18361,24.0,Private,140001.0,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35.0,El-Salvador,<=50K
18362,22.0,,287988.0,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,15.0,United-States,<=50K
18363,21.0,Private,143604.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
18364,30.0,Self-emp-not-inc,146161.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50.0,United-States,>50K
18365,37.0,Private,196529.0,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,2354,0,40.0,,<=50K
18366,74.0,Self-emp-not-inc,192413.0,Prof-school,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40.0,United-States,<=50K
18368,27.0,Private,104917.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18369,32.0,Local-gov,161478.0,Bachelors,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,46.0,United-States,<=50K
18370,30.0,Private,35644.0,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50.0,United-States,<=50K
18371,29.0,Local-gov,116751.0,Assoc-voc,11,Divorced,Protective-serv,Unmarried,White,Male,0,0,56.0,United-States,<=50K
18372,18.0,Private,238867.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40.0,United-States,<=50K
18373,31.0,Private,265706.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40.0,United-States,>50K
18375,21.0,Private,57951.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30.0,United-States,<=50K
18376,31.0,Private,176711.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38.0,United-States,<=50K
18377,33.0,Local-gov,368675.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,<=50K
18379,29.0,Private,173851.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18380,34.0,Private,90705.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1485,40.0,United-States,<=50K
18381,52.0,State-gov,216342.0,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,55.0,United-States,<=50K
18382,35.0,Private,140752.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,25.0,United-States,<=50K
18383,33.0,Private,116508.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18385,43.0,Private,180303.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50.0,United-States,>50K
18386,66.0,,196736.0,1st-4th,2,Never-married,,Not-in-family,Black,Male,0,0,30.0,United-States,<=50K
18387,51.0,Local-gov,110327.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
18388,36.0,Private,185607.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,30.0,United-States,<=50K
18389,17.0,Local-gov,244856.0,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40.0,United-States,<=50K
18390,32.0,Private,198068.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18391,39.0,Private,97136.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
18392,19.0,Self-emp-inc,164658.0,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60.0,United-States,<=50K
18393,54.0,Private,235693.0,11th,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,>50K
18394,45.0,Private,197038.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50.0,United-States,>50K
18395,47.0,Local-gov,97419.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
18397,32.0,Private,205528.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18398,28.0,Self-emp-inc,146042.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
18399,39.0,Self-emp-inc,222641.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
18400,27.0,Self-emp-inc,376936.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
18401,42.0,Local-gov,138077.0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38.0,United-States,>50K
18402,24.0,Private,155913.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44.0,United-States,<=50K
18403,45.0,Private,36006.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,>50K
18404,19.0,Private,214678.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30.0,United-States,<=50K
18405,46.0,Private,369538.0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
18406,50.0,Private,166565.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
18407,32.0,Private,257043.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42.0,United-States,<=50K
