,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
16840,17943,36.0,Federal-gov,192150.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
6613,7053,49.0,Self-emp-not-inc,43479.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
5321,5660,56.0,Private,192869.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
9668,10316,40.0,State-gov,177083.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
4880,5188,33.0,Private,124187.0,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,60.0,United-States,<=50K
2286,2433,42.0,State-gov,293791.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
13544,14441,18.0,,216508.0,HS-grad,9,Never-married,,Own-child,White,Male,0,0,30.0,United-States,<=50K
24063,25656,27.0,Private,167737.0,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
17612,18759,25.0,Local-gov,176616.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40.0,United-States,<=50K
28365,30257,23.0,Private,239375.0,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40.0,United-States,<=50K
9321,9942,27.0,Private,339956.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60.0,United-States,<=50K
13395,14276,31.0,Self-emp-not-inc,389765.0,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,<=50K
10459,11159,33.0,,316663.0,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,50.0,United-States,<=50K
18575,19784,35.0,Private,126675.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,46.0,,<=50K
8503,9073,53.0,Private,263729.0,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26164,27901,28.0,Private,266070.0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
12342,13155,17.0,Private,108402.0,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20.0,United-States,<=50K
1611,1711,47.0,Federal-gov,168191.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,,<=50K
7860,8374,46.0,Private,174370.0,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,55.0,United-States,<=50K
16559,17650,28.0,Private,51461.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1887,40.0,United-States,>50K
5721,6089,34.0,Private,221396.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
29662,31631,45.0,Private,331482.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,<=50K
23571,25129,47.0,Private,145041.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,Cuba,>50K
10048,10721,29.0,Private,293073.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50.0,United-States,>50K
20178,21512,32.0,Private,255424.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,>50K
20552,21914,19.0,,169758.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
30243,32260,39.0,Federal-gov,232036.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
27833,29681,49.0,Private,187370.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50.0,United-States,>50K
28914,30843,54.0,Private,144586.0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40.0,United-States,>50K
17029,18137,29.0,Private,184806.0,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50.0,United-States,<=50K
17201,18320,38.0,Private,39606.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,<=50K
7607,8100,25.0,,35829.0,Some-college,10,Divorced,,Unmarried,White,Female,0,0,50.0,United-States,<=50K
28790,30706,23.0,Private,224640.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
8518,9088,37.0,Private,108913.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
24958,26612,62.0,State-gov,199198.0,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
3584,3806,32.0,Federal-gov,111567.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
15256,16263,40.0,Private,137142.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,<=50K
23956,25541,17.0,Private,123335.0,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20.0,United-States,<=50K
10629,11341,42.0,State-gov,126094.0,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Male,0,0,39.0,United-States,<=50K
17446,18583,26.0,Private,258550.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
23501,25054,29.0,Private,308136.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
643,677,32.0,Private,226267.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,Mexico,<=50K
17777,18930,59.0,Private,227856.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.0,United-States,>50K
29764,31747,42.0,Private,170230.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55.0,United-States,>50K
1219,1291,63.0,Self-emp-not-inc,448337.0,1st-4th,2,Widowed,Other-service,Unmarried,White,Female,0,0,30.0,El-Salvador,<=50K
7817,8330,53.0,Private,20438.0,Some-college,10,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,15.0,United-States,<=50K
22419,23912,36.0,Private,278576.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,<=50K
28025,29889,22.0,Private,228306.0,Some-college,10,Married-AF-spouse,Other-service,Wife,White,Female,0,0,40.0,United-States,>50K
25468,27153,33.0,Private,170148.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45.0,United-States,<=50K
7088,7551,46.0,State-gov,421223.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
3880,4118,29.0,Private,190539.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,6849,0,48.0,United-States,<=50K
27520,29346,48.0,Private,448337.0,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40.0,United-States,<=50K
30167,32180,19.0,Private,128363.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30.0,United-States,<=50K
13164,14031,52.0,Self-emp-not-inc,190333.0,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,25.0,United-States,<=50K
920,971,28.0,Private,161538.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
29966,31962,27.0,Private,215873.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40.0,United-States,<=50K
28032,29896,34.0,State-gov,103371.0,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
12177,12980,43.0,Private,269015.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40.0,Germany,>50K
4265,4537,31.0,Private,110643.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
4239,4509,20.0,Self-emp-inc,182200.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30.0,United-States,<=50K
29390,31350,27.0,Private,114967.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
13323,14201,30.0,Private,149368.0,HS-grad,9,Divorced,Sales,Unmarried,White,Male,1151,0,30.0,United-States,<=50K
1330,1406,30.0,Private,30226.0,11th,7,Divorced,Sales,Own-child,White,Male,0,0,40.0,United-States,<=50K
15766,16801,56.0,Private,111218.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60.0,United-States,<=50K
4198,4466,51.0,Private,159604.0,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,United-States,>50K
23548,25105,38.0,Private,320451.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,,<=50K
26924,28714,33.0,Private,295591.0,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40.0,Mexico,<=50K
12569,13394,27.0,Self-emp-not-inc,208577.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
11931,12717,58.0,Private,183870.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26200,27938,25.0,Private,248990.0,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40.0,Mexico,<=50K
5353,5694,44.0,Private,182616.0,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
30073,32076,59.0,Federal-gov,293971.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
20503,21863,24.0,Private,230229.0,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40.0,Mexico,<=50K
26310,28054,34.0,Private,49469.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,99999,0,50.0,United-States,>50K
106,111,38.0,Private,65324.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
25910,27626,48.0,Private,180532.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
29638,31607,26.0,Private,211695.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40.0,United-States,<=50K
18226,19405,47.0,Private,341762.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,33.0,United-States,<=50K
20011,21331,42.0,Private,185267.0,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,32.0,United-States,<=50K
27294,29102,36.0,Private,109133.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
20574,21938,36.0,Self-emp-inc,180477.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
5237,5571,27.0,Private,61580.0,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40.0,United-States,<=50K
5069,5386,23.0,State-gov,142547.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
4793,5097,29.0,Private,235168.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,<=50K
6919,7376,42.0,Private,136986.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35.0,United-States,>50K
29489,31452,55.0,Local-gov,143949.0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,3103,0,45.0,United-States,>50K
7653,8153,42.0,Private,44402.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,<=50K
27391,29210,24.0,Private,233280.0,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,37.0,United-States,<=50K
11541,12302,37.0,Self-emp-not-inc,174308.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
13138,14004,60.0,State-gov,194252.0,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,3103,0,40.0,United-States,>50K
28747,30661,57.0,Private,199847.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60.0,United-States,>50K
13361,14241,40.0,Self-emp-not-inc,45093.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45.0,Canada,<=50K
26673,28444,55.0,Self-emp-not-inc,100569.0,HS-grad,9,Separated,Farming-fishing,Unmarried,White,Female,0,0,55.0,United-States,<=50K
4961,5274,50.0,Private,343847.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38.0,United-States,>50K
10450,11149,42.0,Private,94600.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40.0,United-States,>50K
14136,15072,62.0,Private,113440.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35.0,United-States,<=50K
25025,26684,36.0,Local-gov,224947.0,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40.0,United-States,<=50K
754,793,23.0,Private,211046.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,2463,0,40.0,United-States,<=50K
13692,14601,29.0,Private,79387.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50.0,United-States,>50K
21994,23453,38.0,Private,439592.0,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,40.0,United-States,<=50K
26785,28566,31.0,Private,246439.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
15050,16045,28.0,Self-emp-inc,32922.0,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
15785,16820,27.0,Private,33429.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
21142,22540,43.0,Private,244172.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35.0,,<=50K
3999,4246,39.0,Local-gov,113253.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50.0,United-States,>50K
26234,27975,27.0,Private,347153.0,Some-college,10,Never-married,Transport-moving,Other-relative,White,Male,0,0,40.0,United-States,<=50K
10623,11335,50.0,Private,189811.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
26277,28020,66.0,,175891.0,9th,5,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,<=50K
980,1033,32.0,Private,206365.0,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
7305,7785,32.0,Private,151053.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,>50K
20983,22373,46.0,,280030.0,5th-6th,3,Married-civ-spouse,,Husband,White,Male,0,0,40.0,Mexico,<=50K
15294,16306,27.0,Private,169117.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,1887,40.0,United-States,>50K
20842,22226,37.0,Private,175643.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30.0,United-States,<=50K
17229,18350,44.0,Local-gov,124692.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,United-States,>50K
23372,24922,53.0,Local-gov,38795.0,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
6617,7057,20.0,Self-emp-not-inc,112137.0,Some-college,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,20.0,South,<=50K
28202,30083,51.0,Private,182740.0,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40.0,United-States,<=50K
25454,27139,25.0,Private,108505.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
12783,13618,33.0,Private,333701.0,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Male,0,0,40.0,United-States,<=50K
4868,5176,25.0,Private,159662.0,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0,26.0,United-States,>50K
24521,26150,64.0,Federal-gov,175534.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,China,>50K
2327,2476,21.0,,219835.0,Assoc-voc,11,Never-married,,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
22209,23686,40.0,Private,199599.0,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
13905,14828,24.0,Private,291578.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
23429,24979,34.0,Private,97355.0,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60.0,United-States,<=50K
4126,4385,64.0,Private,159715.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20.0,United-States,<=50K
15567,16591,66.0,Private,234743.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
3064,3263,31.0,Private,222130.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43.0,United-States,<=50K
29642,31611,30.0,Local-gov,44566.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
13979,14904,28.0,Private,448337.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
26100,27834,20.0,State-gov,215443.0,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,38.0,United-States,<=50K
29535,31499,22.0,Private,388247.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40.0,United-States,<=50K
6234,6637,46.0,Federal-gov,43206.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,50.0,United-States,>50K
24746,26385,29.0,Federal-gov,107411.0,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25790,27497,76.0,Self-emp-not-inc,117169.0,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
4038,4287,43.0,Private,161226.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
5728,6096,51.0,Private,138179.0,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,1876,40.0,United-States,<=50K
15144,16147,41.0,Private,152742.0,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,3325,0,40.0,United-States,<=50K
24140,25741,31.0,Private,347166.0,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,4650,0,40.0,United-States,<=50K
12496,13315,26.0,Private,152855.0,HS-grad,9,Never-married,Exec-managerial,Own-child,Other,Female,0,0,40.0,Mexico,<=50K
4034,4283,64.0,Private,114994.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20.0,United-States,<=50K
25641,27340,40.0,Private,225823.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
9523,10161,18.0,,331511.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,30.0,United-States,<=50K
15722,16755,38.0,,181705.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,24.0,United-States,<=50K
18701,19918,23.0,Private,380281.0,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,25.0,Columbia,<=50K
14098,15031,49.0,Local-gov,223342.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,44.0,United-States,<=50K
25272,26944,33.0,Local-gov,133876.0,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40.0,United-States,<=50K
3339,3546,23.0,Private,129583.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,16.0,United-States,<=50K
4814,5119,39.0,State-gov,121838.0,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
10285,10974,30.0,Private,392812.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50.0,Germany,<=50K
6762,7213,33.0,Private,80145.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60.0,United-States,<=50K
19936,21247,30.0,Private,187618.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
24711,26350,33.0,Local-gov,182971.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40.0,United-States,>50K
30320,32347,36.0,State-gov,212143.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20.0,United-States,>50K
14919,15907,34.0,Private,34862.0,Bachelors,13,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,1564,60.0,United-States,>50K
25815,27524,38.0,Private,154669.0,HS-grad,9,Separated,Sales,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
